"filename", "language", "YAML", "JSON", "Markdown", "TypeScript JSX", "TypeScript", "XML", "Prisma", "PostCSS", "comment", "blank", "total"
"d:\Информатика\online-shop\front-end\src\shared\ui\index.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 2, 50
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\badge.tsx", "TypeScript JSX", 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\button.tsx", "TypeScript JSX", 0, 0, 0, 52, 0, 0, 0, 0, 0, 6, 58
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\card.tsx", "TypeScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 0, 9, 77
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\dialog.tsx", "TypeScript JSX", 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\popover.tsx", "TypeScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 8, 34
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\tabs.tsx", "TypeScript JSX", 0, 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"d:\Информатика\online-shop\front-end\src\shared\ui\primitives\textarea.tsx", "TypeScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\Информатика\online-shop\front-end\src\shared\utils\clsx.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"d:\Информатика\online-shop\front-end\src\shared\utils\fetch\fetch-client.ts", "TypeScript", 0, 0, 0, 0, 120, 0, 0, 0, 0, 18, 138
"d:\Информатика\online-shop\front-end\src\shared\utils\fetch\fetch-error.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\Информатика\online-shop\front-end\src\shared\utils\fetch\fetch-types.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"d:\Информатика\online-shop\front-end\src\shared\utils\index.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"d:\Информатика\online-shop\front-end\src\shared\utils\toast-message-handler.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 9, 53
"d:\Информатика\online-shop\front-end\src\widgets\admin-sidebar\AdminSidebar.tsx", "TypeScript JSX", 0, 0, 0, 131, 0, 0, 0, 0, 0, 12, 143
"d:\Информатика\online-shop\front-end\src\widgets\admin-sidebar\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 7
"d:\Информатика\online-shop\front-end\src\widgets\analytics\MetricCard.tsx", "TypeScript JSX", 0, 0, 0, 55, 0, 0, 0, 0, 0, 5, 60
"d:\Информатика\online-shop\front-end\src\widgets\analytics\StatsChart.tsx", "TypeScript JSX", 0, 0, 0, 95, 0, 0, 0, 0, 0, 4, 99
"d:\Информатика\online-shop\front-end\src\widgets\analytics\TopProductsTable.tsx", "TypeScript JSX", 0, 0, 0, 169, 0, 0, 0, 0, 0, 10, 179
"d:\Информатика\online-shop\front-end\src\widgets\analytics\index.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Информатика\online-shop\front-end\src\widgets\brand\BrandCollage.tsx", "TypeScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 0, 5, 70
"d:\Информатика\online-shop\front-end\src\widgets\brand\BrandTicker.tsx", "TypeScript JSX", 0, 0, 0, 33, 0, 0, 0, 0, 0, 5, 38
"d:\Информатика\online-shop\front-end\src\widgets\brand\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Информатика\online-shop\front-end\src\widgets\cart-dropdown\CartDropdown.tsx", "TypeScript JSX", 0, 0, 0, 110, 0, 0, 0, 0, 0, 13, 123
"d:\Информатика\online-shop\front-end\src\widgets\cart-dropdown\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\catalog-pagination\CatalogPagination.tsx", "TypeScript JSX", 0, 0, 0, 138, 0, 0, 0, 0, 0, 14, 152
"d:\Информатика\online-shop\front-end\src\widgets\catalog-pagination\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\favorites-dropdown\FavoritesDropDown.tsx", "TypeScript JSX", 0, 0, 0, 126, 0, 0, 0, 0, 0, 11, 137
"d:\Информатика\online-shop\front-end\src\widgets\favorites-dropdown\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\features-section\FeaturesSection.tsx", "TypeScript JSX", 0, 0, 0, 50, 0, 0, 0, 0, 0, 4, 54
"d:\Информатика\online-shop\front-end\src\widgets\features-section\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\footer\Footer.tsx", "TypeScript JSX", 0, 0, 0, 319, 0, 0, 0, 0, 0, 14, 333
"d:\Информатика\online-shop\front-end\src\widgets\footer\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Информатика\online-shop\front-end\src\widgets\header\Header.tsx", "TypeScript JSX", 0, 0, 0, 136, 0, 0, 0, 0, 0, 14, 150
"d:\Информатика\online-shop\front-end\src\widgets\header\index.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\Информатика\online-shop\front-end\src\widgets\header\model\useBodyScrollLock.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 8, 42
"d:\Информатика\online-shop\front-end\src\widgets\header\model\useMobileSheetDrag.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 19, 115
"d:\Информатика\online-shop\front-end\src\widgets\header\ui\DesktopNav.tsx", "TypeScript JSX", 0, 0, 0, 147, 0, 0, 0, 0, 0, 4, 151
"d:\Информатика\online-shop\front-end\src\widgets\header\ui\MobileMenuSheet.tsx", "TypeScript JSX", 0, 0, 0, 259, 0, 0, 0, 0, 0, 14, 273
"d:\Информатика\online-shop\front-end\src\widgets\header\ui\MobileSearchSheet.tsx", "TypeScript JSX", 0, 0, 0, 188, 0, 0, 0, 0, 0, 25, 213
"d:\Информатика\online-shop\front-end\src\widgets\hero-section\HeroSection.tsx", "TypeScript JSX", 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"d:\Информатика\online-shop\front-end\src\widgets\hero-section\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Информатика\online-shop\front-end\src\widgets\home-intro\HomeIntro.tsx", "TypeScript JSX", 0, 0, 0, 31, 0, 0, 0, 0, 0, 8, 39
"d:\Информатика\online-shop\front-end\src\widgets\home-intro\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\orders-page\OrdersPageClient.tsx", "TypeScript JSX", 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 53
"d:\Информатика\online-shop\front-end\src\widgets\orders-page\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\product-card\ProductCard.tsx", "TypeScript JSX", 0, 0, 0, 120, 0, 0, 0, 0, 0, 10, 130
"d:\Информатика\online-shop\front-end\src\widgets\product-card\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\product-gallery\ProductGallery.tsx", "TypeScript JSX", 0, 0, 0, 50, 0, 0, 0, 0, 0, 7, 57
"d:\Информатика\online-shop\front-end\src\widgets\product-gallery\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Информатика\online-shop\front-end\src\widgets\product-page-client-bits\ProductPageClientBits.tsx", "TypeScript JSX", 0, 0, 0, 49, 0, 0, 0, 0, 0, 9, 58
"d:\Информатика\online-shop\front-end\src\widgets\product-page-client-bits\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\products-catalog\ProductsCatalog.tsx", "TypeScript JSX", 0, 0, 0, 56, 0, 0, 0, 0, 0, 5, 61
"d:\Информатика\online-shop\front-end\src\widgets\products-catalog\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Информатика\online-shop\front-end\src\widgets\promo-mosaic\PromoMosaic.tsx", "TypeScript JSX", 0, 0, 0, 52, 0, 0, 0, 0, 0, 7, 59
"d:\Информатика\online-shop\front-end\src\widgets\promo-mosaic\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\recently-viewed-products\RecentlyViewedProducts.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 10, 115
"d:\Информатика\online-shop\front-end\src\widgets\recently-viewed-products\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\search\SearchBar.tsx", "TypeScript JSX", 0, 0, 0, 327, 0, 0, 0, 0, 0, 28, 355
"d:\Информатика\online-shop\front-end\src\widgets\search\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\widgets\similar-products\SimilarProducts.tsx", "TypeScript JSX", 0, 0, 0, 84, 0, 0, 0, 0, 0, 12, 96
"d:\Информатика\online-shop\front-end\src\widgets\similar-products\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\tsconfig.tsbuildinfo", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Информатика\online-shop\package.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Информатика\online-shop\pnpm-lock.yaml", "YAML", 15, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23
"Total", "-", 10495, 2115, 884, 13506, 8518, 15, 239, 96, 21, 6387, 42276
